proposal,fitness,cycle_time,temperature
"[[75, 45], [71, 41], [30, 0], [16, 27], [39, 66], [66, 10], [69, 9], [91, 64], [89, 26], [96, 57]]",1.377477453033833,6.952905893325806,1.0
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 25], [70, 73], [75, 53], [34, 90]]",1.895185190921274,14.071374416351318,0.96
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 26], [70, 73], [75, 53], [34, 90]]",1.905010582678797,21.17983913421631,0.9216
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 27], [70, 73], [75, 53], [34, 90]]",1.91139632156128,28.342981100082397,0.884736
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 28], [70, 73], [75, 53], [34, 90]]",1.923208533201617,35.28602147102356,0.84934656
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 29], [70, 73], [75, 53], [34, 90]]",1.9300861023989206,42.858681201934814,0.8153726976
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 30], [70, 73], [75, 53], [34, 90]]",1.9382978555454515,50.983338594436646,0.782757789696
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 31], [70, 73], [75, 53], [34, 90]]",1.94384731740273,58.87876081466675,0.7514474781081599
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 31], [70, 73], [75, 53], [34, 89]]",1.9490662531676217,66.9629955291748,0.7213895789838335
"[[80, 40], [87, 81], [67, 22], [68, 68], [55, 56], [34, 12], [16, 32], [70, 73], [75, 53], [34, 89]]",1.9540307442479825,75.05306053161621,0.6925339958244802
"[[37, 3], [46, 27], [77, 86], [45, 93], [32, 87], [41, 50], [97, 67], [18, 9], [64, 62], [75, 27]]",2.1350567725446368,83.15815567970276,0.6648326359915009
"[[37, 3], [46, 27], [77, 86], [45, 93], [32, 87], [41, 50], [97, 67], [18, 10], [64, 62], [75, 27]]",2.1486778852920936,91.20823788642883,0.6382393305518408
"[[37, 3], [46, 27], [77, 86], [45, 93], [32, 87], [41, 50], [97, 67], [18, 11], [64, 62], [75, 27]]",2.161529416003183,98.34111022949219,0.6127097573297672
"[[37, 3], [46, 27], [77, 86], [45, 93], [32, 87], [41, 50], [97, 67], [18, 12], [64, 62], [75, 27]]",2.1747193626195407,105.30717825889587,0.5882013670365764
"[[37, 3], [46, 27], [77, 86], [45, 93], [32, 87], [41, 50], [97, 67], [18, 13], [64, 62], [75, 27]]",2.18644079656875,112.4128897190094,0.5646733123551133
"[[37, 3], [46, 27], [77, 86], [45, 93], [32, 87], [41, 50], [97, 67], [18, 14], [64, 62], [75, 27]]",2.1989174391426207,119.32253646850586,0.5420863798609088
"[[37, 3], [46, 27], [77, 86], [46, 93], [32, 87], [41, 50], [97, 67], [18, 14], [64, 62], [75, 27]]",2.2099120182726946,126.24479174613953,0.5204029246664724
