iteration,proposal,fitness,cycle_time
0,"[[23, 42], [36, 34], [33, 45], [36, 69], [49, 36], [21, 0], [39, 88], [37, 87], [40, 47], [27, 54]]",1.5286885420724685,35.66583514213562
0,"[[26, 84], [18, 23], [49, 65], [49, 92], [27, 4], [49, 87], [47, 90], [34, 88], [23, 60], [28, 25]]",1.7858846712952365,35.66583609580994
0,"[[25, 15], [29, 48], [39, 80], [34, 59], [41, 34], [18, 27], [48, 92], [48, 99], [45, 27], [17, 32]]",1.4258179262582638,35.665836811065674
0,"[[39, 7], [34, 32], [33, 44], [44, 80], [29, 98], [27, 60], [35, 83], [53, 25], [53, 13], [47, 58]]",2.0394354335586122,35.66583728790283
0,"[[46, 78], [32, 88], [28, 58], [46, 27], [44, 56], [30, 1], [51, 90], [25, 29], [49, 65], [41, 31]]",1.9097278656633714,35.66583800315857
0,"[[52, 88], [52, 76], [41, 31], [22, 93], [52, 48], [53, 40], [42, 59], [50, 76], [31, 50], [30, 22]]",2.077761300156771,35.665838956832886
0,"[[35, 14], [51, 87], [33, 38], [31, 70], [53, 63], [18, 71], [35, 94], [50, 72], [29, 63], [20, 66]]",1.8763059619463047,35.665839433670044
0,"[[28, 16], [35, 48], [29, 62], [26, 83], [31, 49], [37, 18], [42, 22], [40, 14], [34, 96], [32, 11]]",0.7900898341129845,35.6658399105072
0,"[[46, 9], [40, 43], [43, 48], [51, 34], [17, 33], [40, 83], [25, 34], [52, 31], [28, 78], [18, 69]]",2.1940900119722135,35.66584062576294
0,"[[35, 68], [51, 38], [36, 86], [23, 98], [44, 38], [45, 26], [44, 66], [44, 49], [22, 64], [46, 91]]",1.539369248826457,35.66584134101868
0,"[[52, 51], [37, 0], [39, 54], [48, 83], [22, 72], [23, 45], [27, 23], [31, 85], [44, 62], [53, 5]]",2.4629826953260574,35.66584229469299
0,"[[20, 89], [34, 74], [29, 81], [35, 96], [40, 27], [19, 56], [20, 99], [18, 8], [51, 21], [16, 25]]",1.933865403798552,35.66584277153015
0,"[[22, 99], [23, 43], [28, 38], [22, 77], [49, 15], [42, 12], [49, 23], [34, 38], [32, 42], [43, 92]]",1.4302510092193965,35.66584348678589
0,"[[25, 95], [25, 3], [31, 49], [24, 89], [49, 16], [23, 12], [35, 86], [43, 43], [20, 41], [30, 94]]",1.5597690450123238,35.66584396362305
