iteration,proposal,fitness,cycle_time
1,"[[29, 85], [21, 49], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.7272727272727273,11.603057861328125
1,"[[49, 85], [21, 49], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.6363636363636362,11.60305905342102
1,"[[39, 75], [21, 49], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.7272727272727273,11.603059530258179
1,"[[39, 95], [21, 49], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.7272727272727273,11.603060007095337
1,"[[39, 85], [11, 49], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-2.7272727272727275,11.603060483932495
1,"[[39, 85], [31, 49], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.6363636363636362,11.603060722351074
1,"[[39, 85], [21, 39], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.6363636363636362,11.603061199188232
1,"[[39, 85], [21, 59], [9, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.7272727272727273,11.603061437606812
1,"[[39, 85], [21, 49], [-1, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.6363636363636362,11.60306191444397
1,"[[39, 85], [21, 49], [19, 49], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-0.6363636363636364,11.603062152862549
1,"[[39, 85], [21, 49], [9, 39], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.6363636363636362,11.603062629699707
1,"[[39, 85], [21, 49], [9, 59], [6, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.6363636363636362,11.603062868118286
1,"[[39, 85], [21, 49], [9, 49], [-4, 65], [6, 6], [52, 70], [49, 45], [7, 87], [30, 65], [7, 0]]",-1.6363636363636362,11.603063106536865
