iteration,proposal,fitness,cycle_time
0,"[[21, 39], [22, 29], [20, 64], [36, 30], [37, 79], [34, 20], [28, 0], [2, 20], [39, 75], [33, 44]]",1.1293977421543107,37.84249806404114
0,"[[50, 64], [16, 2], [10, 21], [29, 23], [35, 70], [44, 57], [30, 59], [29, 58], [35, 32], [15, 8]]",-2.863293662654179,37.84249949455261
0,"[[28, 9], [3, 97], [37, 8], [41, 16], [46, 85], [16, 73], [22, 52], [7, 73], [3, 59], [51, 62]]",-6.127569795892642,37.84250020980835
0,"[[2, 100], [10, 53], [31, 98], [24, 50], [51, 23], [45, 72], [19, 27], [8, 70], [30, 13], [43, 85]]",-6.239226340597538,37.84250068664551
0,"[[19, 46], [32, 52], [20, 1], [7, 78], [6, 44], [15, 82], [29, 6], [49, 48], [7, 27], [40, 91]]",-9.798260985523408,37.842501401901245
0,"[[35, 94], [53, 83], [32, 95], [25, 58], [20, 81], [4, 10], [7, 76], [10, 10], [25, 47], [18, 97]]",-2.8393227354278427,37.84250211715698
0,"[[21, 59], [14, 53], [49, 31], [6, 78], [13, 84], [29, 52], [20, 77], [48, 84], [31, 49], [28, 52]]",-6.726589258884934,37.84250283241272
0,"[[38, 66], [33, 62], [41, 18], [48, 93], [46, 21], [1, 3], [13, 7], [45, 48], [34, 68], [44, 55]]",1.2447864817238652,37.84250330924988
0,"[[29, 40], [30, 92], [2, 73], [20, 90], [13, 10], [8, 60], [41, 63], [34, 42], [11, 93], [24, 13]]",-7.042652213768722,37.842504024505615
0,"[[45, 54], [12, 13], [46, 71], [33, 37], [38, 16], [43, 45], [28, 71], [42, 16], [53, 79], [46, 12]]",1.8416867509730688,37.84250473976135
0,"[[43, 27], [46, 29], [7, 85], [29, 4], [11, 29], [28, 89], [15, 1], [19, 13], [20, 26], [20, 96]]",-2.7558901805824574,37.84250545501709
0,"[[52, 62], [35, 48], [12, 75], [15, 43], [25, 3], [16, 17], [53, 94], [10, 54], [36, 86], [17, 87]]",-9.439632715708257,37.842506408691406
0,"[[45, 0], [18, 40], [37, 35], [25, 52], [28, 67], [13, 61], [9, 89], [33, 58], [35, 0], [18, 31]]",-2.732567463090736,37.842506885528564
0,"[[3, 3], [6, 48], [12, 71], [27, 48], [35, 68], [30, 41], [4, 11], [3, 21], [7, 78], [24, 9]]",-14.936990240253865,37.84250736236572
0,"[[20, 57], [37, 33], [12, 20], [34, 28], [3, 70], [26, 12], [28, 74], [21, 49], [18, 93], [5, 34]]",-6.664382990067628,37.84250807762146
0,"[[27, 6], [46, 84], [34, 84], [7, 84], [10, 80], [21, 66], [19, 57], [39, 63], [38, 66], [43, 49]]",1.240674076864392,37.84250855445862
0,"[[41, 79], [5, 82], [4, 29], [36, 43], [44, 96], [14, 32], [13, 9], [17, 12], [31, 27], [27, 9]]",-6.798470900980124,37.842509746551514
0,"[[22, 63], [21, 93], [17, 6], [27, 36], [17, 86], [17, 90], [4, 30], [28, 74], [30, 28], [38, 56]]",-3.006222110447978,37.84251022338867
0,"[[21, 92], [3, 28], [26, 45], [26, 25], [23, 65], [8, 26], [36, 36], [49, 24], [24, 87], [2, 39]]",-10.422855252417898,37.84251093864441
0,"[[24, 75], [34, 96], [49, 91], [39, 78], [9, 43], [29, 63], [49, 16], [13, 70], [48, 44], [37, 22]]",-5.5600988704090195,37.84251165390015
0,"[[8, 61], [25, 96], [49, 55], [3, 95], [12, 91], [49, 14], [52, 23], [7, 44], [35, 44], [23, 92]]",-5.953302876904118,37.842512369155884
0,"[[3, 16], [15, 15], [53, 29], [44, 23], [12, 8], [19, 74], [28, 6], [24, 67], [10, 89], [5, 68]]",-2.5380341945465053,37.84251832962036
0,"[[17, 87], [34, 56], [26, 72], [1, 57], [10, 83], [41, 71], [53, 27], [24, 53], [8, 15], [45, 78]]",-2.5504973993417366,37.84251880645752
0,"[[9, 66], [18, 76], [50, 1], [24, 41], [11, 71], [23, 14], [12, 82], [11, 88], [44, 75], [34, 74]]",-6.36985231297591,37.84251928329468
0,"[[49, 41], [42, 38], [25, 12], [18, 39], [46, 53], [33, 44], [42, 51], [6, 45], [12, 62], [51, 5]]",-6.360222407734876,37.842519760131836
0,"[[10, 85], [51, 65], [11, 43], [12, 37], [9, 94], [9, 93], [12, 17], [1, 67], [30, 62], [39, 84]]",-10.450287704674626,37.84252190589905
0,"[[43, 74], [49, 75], [14, 26], [1, 0], [3, 81], [18, 0], [32, 53], [43, 47], [51, 10], [41, 72]]",-2.095701917350491,37.842522621154785
0,"[[5, 45], [17, 59], [46, 40], [23, 51], [29, 94], [52, 11], [14, 94], [33, 1], [35, 48], [28, 34]]",-1.9916689497165168,37.84252309799194
0,"[[28, 49], [23, 93], [22, 95], [9, 10], [16, 27], [47, 49], [19, 64], [20, 63], [44, 50], [28, 36]]",1.0906204672242854,37.84252381324768
0,"[[23, 39], [5, 34], [27, 64], [8, 13], [24, 76], [3, 13], [31, 17], [30, 18], [49, 12], [52, 73]]",-1.959646771864576,37.84252429008484
0,"[[36, 43], [10, 61], [38, 76], [23, 14], [34, 15], [4, 81], [11, 78], [15, 45], [44, 74], [39, 33]]",-10.790167787214369,37.842524766922
0,"[[37, 1], [33, 25], [41, 32], [33, 1], [32, 19], [37, 67], [3, 36], [30, 88], [48, 51], [18, 4]]",-2.7563885918749267,37.842525243759155
0,"[[38, 24], [51, 48], [36, 45], [34, 72], [18, 5], [51, 4], [27, 67], [53, 40], [15, 20], [13, 18]]",2.3938582387783978,37.84252595901489
0,"[[50, 60], [5, 2], [17, 69], [6, 12], [50, 46], [43, 100], [21, 67], [5, 16], [9, 66], [41, 99]]",-2.691583570378604,37.84252667427063
0,"[[35, 97], [11, 1], [25, 72], [20, 36], [8, 15], [30, 73], [3, 80], [8, 40], [15, 89], [16, 78]]",-3.1826069190392103,37.84252738952637
0,"[[44, 68], [23, 62], [7, 59], [10, 75], [18, 11], [12, 81], [51, 13], [18, 54], [3, 8], [44, 46]]",-6.350807797197838,37.842528343200684
0,"[[11, 10], [15, 54], [35, 85], [17, 80], [11, 31], [52, 54], [40, 90], [48, 83], [50, 55], [11, 68]]",-9.846077607516046,37.84252905845642
0,"[[33, 12], [21, 78], [7, 23], [47, 90], [23, 57], [7, 58], [36, 91], [28, 31], [35, 26], [53, 6]]",-5.846256404240887,37.84252953529358
0,"[[31, 50], [14, 1], [28, 33], [33, 82], [35, 73], [31, 96], [29, 42], [27, 44], [49, 8], [44, 67]]",1.8217272752083984,37.842530488967896
0,"[[9, 25], [42, 96], [4, 9], [48, 21], [20, 59], [43, 49], [47, 6], [38, 36], [23, 64], [48, 27]]",-2.1840903300949455,37.842530965805054
0,"[[51, 32], [53, 58], [36, 85], [51, 65], [34, 90], [33, 36], [26, 24], [44, 74], [32, 16], [12, 35]]",-1.8577161300761995,37.84253144264221
0,"[[23, 59], [24, 66], [20, 1], [35, 76], [42, 74], [48, 90], [43, 55], [25, 94], [28, 27], [51, 54]]",2.0216279233134937,37.84253191947937
0,"[[49, 33], [39, 61], [7, 64], [49, 37], [21, 28], [22, 95], [32, 96], [21, 88], [28, 84], [7, 94]]",-2.7005614401201985,37.84253263473511
0,"[[22, 70], [40, 50], [15, 29], [21, 5], [39, 88], [41, 19], [2, 60], [30, 94], [9, 81], [27, 94]]",-6.645348350251905,37.842533111572266
0,"[[23, 53], [47, 64], [11, 81], [48, 41], [14, 35], [20, 57], [14, 48], [4, 66], [40, 42], [39, 96]]",-10.602079232649277,37.842533588409424
0,"[[34, 68], [32, 72], [25, 10], [31, 17], [7, 14], [24, 31], [11, 38], [43, 51], [52, 2], [5, 22]]",-6.00115817440524,37.84253430366516
0,"[[38, 33], [39, 94], [23, 75], [45, 51], [43, 6], [30, 36], [3, 75], [2, 20], [28, 63], [11, 27]]",-6.654897107814693,37.8425350189209
0,"[[6, 99], [30, 92], [40, 50], [8, 76], [30, 9], [52, 62], [48, 48], [51, 93], [8, 94], [47, 29]]",-1.8748931509243478,37.842535734176636
0,"[[36, 75], [11, 7], [46, 56], [26, 57], [52, 27], [48, 24], [45, 81], [21, 97], [5, 26], [22, 35]]",-2.218426091006786,37.84253644943237
0,"[[2, 76], [28, 28], [40, 69], [43, 98], [13, 75], [2, 76], [14, 25], [12, 18], [51, 3], [38, 88]]",-14.339018583827771,37.84253692626953
0,"[[31, 100], [16, 60], [47, 94], [39, 14], [23, 34], [51, 3], [27, 70], [38, 60], [49, 63], [42, 81]]",2.534903818412626,37.84253764152527
0,"[[44, 33], [8, 12], [15, 38], [18, 92], [36, 15], [5, 28], [36, 24], [40, 90], [34, 48], [22, 97]]",-6.429545130515476,37.84253811836243
0,"[[1, 32], [31, 27], [34, 47], [47, 99], [43, 41], [31, 28], [41, 80], [1, 90], [3, 44], [44, 30]]",-6.963844353046795,37.842538595199585
0,"[[42, 93], [5, 48], [1, 16], [23, 44], [11, 35], [38, 64], [29, 14], [35, 34], [48, 85], [24, 8]]",-6.267799268031078,37.84253907203674
0,"[[34, 69], [27, 72], [50, 6], [29, 68], [25, 72], [33, 83], [50, 16], [15, 26], [9, 8], [27, 90]]",-2.3492731820970185,37.8425395488739
0,"[[17, 10], [50, 71], [34, 68], [7, 81], [19, 32], [6, 85], [34, 57], [3, 15], [10, 58], [1, 22]]",-6.761813491160931,37.84254002571106
0,"[[16, 42], [53, 33], [3, 12], [33, 6], [11, 30], [8, 69], [37, 0], [47, 51], [45, 91], [22, 17]]",-5.627385522884799,37.842540979385376
0,"[[36, 84], [24, 17], [34, 66], [21, 50], [25, 92], [35, 95], [28, 85], [30, 45], [24, 85], [45, 18]]",1.375178091603146,37.842541456222534
0,"[[49, 10], [24, 25], [50, 5], [53, 7], [18, 19], [22, 50], [18, 65], [34, 82], [49, 55], [30, 17]]",2.2007183951871614,37.84254264831543
0,"[[7, 47], [10, 60], [26, 16], [9, 16], [11, 74], [19, 3], [25, 98], [43, 98], [35, 37], [37, 39]]",-10.71579599406431,37.84254336357117
0,"[[42, 74], [2, 73], [15, 52], [15, 48], [30, 51], [7, 18], [36, 14], [40, 61], [2, 66], [47, 35]]",-14.776435198424277,37.842543840408325
0,"[[8, 42], [43, 58], [11, 100], [44, 0], [48, 38], [20, 92], [49, 67], [44, 40], [51, 79], [34, 67]]",-1.8358199534724209,37.84254455566406
0,"[[30, 89], [45, 77], [41, 75], [39, 62], [7, 11], [8, 70], [5, 12], [48, 86], [44, 4], [45, 66]]",-2.9918001986384035,37.8425452709198
0,"[[45, 51], [25, 50], [21, 73], [15, 60], [41, 0], [27, 26], [3, 10], [39, 40], [10, 17], [53, 97]]",-2.3801074721440605,37.84254574775696
0,"[[17, 13], [2, 10], [18, 43], [50, 44], [13, 35], [23, 85], [27, 44], [16, 76], [32, 75], [32, 32]]",-2.1761337913384784,37.842546224594116
0,"[[4, 78], [36, 76], [48, 53], [4, 93], [8, 10], [35, 81], [39, 84], [45, 7], [7, 71], [44, 18]]",-6.725007602344009,37.842546701431274
0,"[[12, 24], [14, 11], [2, 82], [9, 86], [53, 7], [19, 56], [52, 2], [50, 30], [14, 76], [45, 96]]",-6.177429978105218,37.84254717826843
0,"[[44, 83], [34, 29], [52, 1], [6, 82], [24, 63], [38, 79], [12, 99], [44, 66], [4, 2], [13, 24]]",-2.37590287834818,37.84254813194275
0,"[[18, 93], [21, 0], [26, 15], [29, 91], [8, 56], [26, 39], [34, 62], [3, 65], [9, 71], [11, 72]]",-14.959991438572548,37.84254860877991
0,"[[38, 44], [32, 21], [40, 71], [6, 19], [50, 69], [32, 74], [23, 41], [21, 65], [30, 14], [36, 33]]",1.447283469172238,37.842549085617065
0,"[[41, 10], [5, 2], [52, 84], [22, 100], [43, 89], [4, 18], [41, 74], [4, 53], [31, 49], [11, 32]]",-6.132349126968049,37.8425498008728
0,"[[16, 70], [31, 46], [37, 49], [1, 14], [27, 45], [32, 67], [41, 97], [27, 81], [33, 97], [20, 77]]",0.8457994249823398,37.84255027770996
0,"[[19, 69], [33, 94], [29, 46], [25, 99], [46, 78], [44, 27], [23, 15], [25, 49], [43, 86], [51, 84]]",1.718441096767648,37.84255313873291
0,"[[2, 46], [47, 31], [9, 56], [2, 33], [51, 69], [19, 85], [19, 23], [21, 17], [11, 20], [13, 13]]",-10.493973122151981,37.84255409240723
