iteration,proposal,fitness,cycle_time,temperature
4,"[[7, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8031908382423882,13.733400821685791,0.84934656
4,"[[9, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8043866796857526,13.733402252197266,0.84934656
4,"[[8, 48], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.7964010945184743,13.733403205871582,0.84934656
4,"[[8, 50], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8097698582004775,13.73340368270874,0.84934656
4,"[[8, 49], [20, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8045748794122423,13.733404636383057,0.84934656
4,"[[8, 49], [22, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8112181480384155,13.733405113220215,0.84934656
4,"[[8, 49], [21, 50], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.7983632945749979,13.733405828475952,0.84934656
4,"[[8, 49], [21, 52], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8120091742834745,13.73340654373169,0.84934656
4,"[[8, 49], [21, 51], [34, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8085495545646522,13.733407258987427,0.84934656
4,"[[8, 49], [21, 51], [36, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8018276186471076,13.733414888381958,0.84934656
4,"[[8, 49], [21, 51], [35, 46], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8036201348917862,13.733415603637695,0.84934656
4,"[[8, 49], [21, 51], [35, 48], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8974420646984798,13.733416080474854,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [51, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.822569603295606,13.73341679573059,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [53, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.7892484514230977,13.733417510986328,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 49], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8074210947892104,13.733417987823486,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 51], [0, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.809330583830123,13.733418464660645,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [-1, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8159529836542738,13.733419418334961,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [1, 74], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.794000406731577,13.733420372009277,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 73], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8069296610492396,13.733420848846436,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 75], [27, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.8044975606023534,13.733421325683594,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [26, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.808464321824732,13.733421802520752,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [28, 63], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.802406337836472,13.73342251777649,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 62], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.9047781789585452,13.733422994613647,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 64], [21, 15], [16, 8], [36, 97], [39, 86]]",-1.796761253090398,13.733423709869385,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [20, 15], [16, 8], [36, 97], [39, 86]]",-1.8134791329186166,13.733424186706543,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [22, 15], [16, 8], [36, 97], [39, 86]]",-1.7971188989951994,13.733425617218018,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 14], [16, 8], [36, 97], [39, 86]]",-1.8129353275962306,13.733426094055176,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 16], [16, 8], [36, 97], [39, 86]]",-1.7964004169792078,13.733427047729492,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [15, 8], [36, 97], [39, 86]]",-1.8073724532600233,13.73342752456665,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [17, 8], [36, 97], [39, 86]]",-1.8040739845339022,13.733428001403809,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 7], [36, 97], [39, 86]]",-1.8019288860984508,13.733428478240967,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 9], [36, 97], [39, 86]]",-1.808128153346864,13.733428955078125,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [35, 97], [39, 86]]",-1.8020720859433768,13.733429670333862,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [37, 97], [39, 86]]",-1.8042748284017502,13.73343014717102,0.84934656
4,"[[8, 49], [21, 51], [35, 47], [52, 50], [0, 74], [27, 63], [21, 15], [16, 8], [36, 96], [39, 86]]",-1.8046188313632774,13.733430862426758,0.84934656
