proposal,fitness,cycle_time,temperature
"[[34, 89], [77, 34], [87, 32], [91, 4], [48, 60], [79, 85], [23, 74], [85, 99], [52, 65], [64, 81]]",0.6627896350928528,14.495729446411133,1.0
"[[16, 30], [24, 42], [30, 84], [95, 3], [75, 48], [60, 96], [74, 56], [92, 79], [68, 27], [37, 14]]",1.9207238633136279,29.31718111038208,0.95
"[[16, 30], [24, 42], [30, 84], [95, 3], [75, 48], [59, 96], [74, 56], [92, 79], [68, 27], [37, 14]]",1.930232991134837,44.163792848587036,0.9025
"[[16, 30], [24, 42], [30, 84], [95, 3], [75, 48], [58, 96], [74, 56], [92, 79], [68, 27], [37, 14]]",1.9399613979836334,59.022815465927124,0.8573749999999999
"[[16, 30], [24, 42], [30, 84], [95, 3], [75, 48], [57, 96], [74, 56], [92, 79], [68, 27], [37, 14]]",1.9496834410542356,73.81589031219482,0.8145062499999999
"[[47, 5], [72, 95], [82, 26], [44, 99], [70, 81], [99, 35], [23, 67], [39, 94], [98, 94], [52, 84]]",1.4291617442944473,88.615797996521,0.7737809374999999
"[[48, 5], [72, 95], [82, 26], [44, 99], [70, 81], [99, 35], [23, 67], [39, 94], [98, 94], [52, 84]]",1.450276316718566,103.19430565834045,0.7350918906249998
"[[83, 77], [79, 53], [23, 8], [54, 21], [21, 64], [33, 59], [39, 58], [27, 86], [55, 21], [85, 41]]",1.5077953254604735,117.98077178001404,0.6983372960937497
"[[67, 35], [97, 90], [23, 83], [75, 77], [22, 74], [53, 68], [38, 54], [53, 11], [31, 64], [62, 60]]",1.560928991227696,132.76488041877747,0.6634204312890623
"[[72, 98], [25, 90], [54, 61], [77, 30], [79, 35], [26, 41], [25, 18], [33, 91], [48, 27], [77, 84]]",1.896030456379446,147.56365418434143,0.6302494097246091
"[[72, 98], [25, 90], [54, 61], [77, 30], [79, 35], [26, 41], [25, 18], [33, 91], [47, 27], [77, 84]]",1.9930801553542719,162.43944478034973,0.5987369392383786
"[[72, 98], [24, 90], [54, 61], [77, 30], [79, 35], [26, 41], [25, 18], [33, 91], [47, 27], [77, 84]]",2.0040944862687935,176.87195897102356,0.5688000922764596
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [39, 39], [77, 35], [49, 3]]",1.6241666718115626,191.66612267494202,0.5403600876626365
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [38, 39], [77, 35], [49, 3]]",1.6463478373380966,206.541766166687,0.5133420832795047
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [37, 39], [77, 35], [49, 3]]",1.668496384672094,221.33554768562317,0.48767497911552943
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [36, 39], [77, 35], [49, 3]]",1.688097305484824,235.80729484558105,0.46329123015975293
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [35, 39], [77, 35], [49, 3]]",1.7080130736521344,250.63652205467224,0.44012666865176525
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [34, 39], [77, 35], [49, 3]]",1.7259545123379194,265.16101717948914,0.41812033521917696
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [33, 39], [77, 35], [49, 3]]",1.7438934550456602,279.64554262161255,0.3972143184582181
"[[54, 70], [70, 14], [51, 87], [86, 38], [35, 86], [54, 38], [53, 89], [32, 39], [77, 35], [49, 3]]",1.7584296035521767,294.49317049980164,0.37735360253530714
"[[36, 51], [47, 6], [64, 1], [54, 69], [29, 96], [26, 53], [35, 95], [24, 54], [54, 81], [34, 71]]",2.0315783188676395,308.9484944343567,0.35848592240854177
"[[36, 51], [47, 6], [64, 1], [54, 68], [29, 96], [26, 53], [35, 95], [24, 54], [54, 81], [34, 71]]",2.1285371521025205,323.45117568969727,0.34056162628811465
"[[36, 51], [47, 6], [64, 1], [54, 68], [29, 96], [26, 53], [35, 95], [23, 54], [54, 81], [34, 71]]",2.148598468930391,337.9379653930664,0.3235335449737089
"[[36, 51], [47, 6], [64, 1], [54, 68], [29, 96], [26, 53], [35, 95], [22, 54], [54, 81], [34, 71]]",2.1671580238414982,352.387629032135,0.30735686772502346
"[[36, 51], [47, 6], [64, 1], [54, 68], [29, 96], [26, 53], [35, 95], [21, 54], [54, 81], [34, 71]]",2.185760517010819,366.8261272907257,0.2919890243387723
"[[36, 51], [47, 6], [64, 1], [54, 68], [29, 96], [26, 53], [35, 95], [20, 54], [54, 81], [34, 71]]",2.2037449260861655,381.2831976413727,0.27738957312183365
"[[36, 51], [47, 6], [64, 1], [54, 68], [29, 96], [26, 53], [35, 95], [19, 54], [54, 81], [34, 71]]",2.2192099811862027,395.7935528755188,0.263520094465742
"[[36, 51], [47, 6], [64, 1], [54, 68], [29, 96], [26, 53], [35, 95], [19, 53], [54, 81], [34, 71]]",2.230256270158956,410.6238896846771,0.25034408974245487
